cod_pedido,cod_representante,cod_empleado,cod_pedido_tipo,cod_pedido_estado,fecha_registro,cod_ticket
7169,641,220,V,P,2021-08-07,7169
7170,696,770,V,R,2023-08-09,7170
7171,975,846,V,P,2019-01-01,7171
7172,965,471,A,F,2023-10-23,7172
7173,31,200,V,R,2019-12-12,7173
7174,340,512,V,R,2020-01-25,7174
7175,351,183,V,R,2021-11-15,7175
7176,897,556,A,R,2022-03-01,7176
7177,582,438,A,F,2022-08-02,7177
7178,895,826,V,R,2021-06-14,7178
7179,628,588,V,R,2022-05-19,7179
7180,633,948,A,R,2023-05-14,7180
7181,855,821,V,R,2019-10-15,7181
7182,441,488,A,P,2021-09-11,7182
7183,864,22,A,A,2024-02-08,7183
7184,783,722,V,A,2019-06-01,7184
7185,16,433,A,P,2022-05-30,7185
7186,950,651,V,F,2023-04-16,7186
7187,500,659,A,F,2019-08-21,7187
7188,972,427,A,F,2022-06-19,7188
7189,998,110,A,A,2021-12-06,7189
7190,860,852,A,R,2019-01-31,7190
7191,170,129,A,P,2022-06-16,7191
7192,39,640,A,P,2023-09-19,7192
7193,123,332,V,A,2020-07-23,7193
7194,943,150,V,F,2020-09-10,7194
7195,371,941,A,F,2019-09-20,7195
7196,825,301,V,R,2019-11-30,7196
7197,204,468,V,A,2023-04-13,7197
7198,308,41,V,P,2019-09-11,7198
7199,36,43,V,R,2019-10-26,7199
7200,776,841,A,F,2022-04-10,7200
7201,243,407,V,F,2020-12-31,7201
7202,358,947,A,A,2019-04-04,7202
7203,17,499,A,F,2023-12-03,7203
7204,221,972,V,P,2024-05-14,7204
7205,727,184,A,R,2024-03-02,7205
7206,296,701,A,P,2024-01-16,7206
7207,104,47,A,A,2019-04-02,7207
7208,113,228,V,R,2022-07-29,7208
7209,830,381,V,A,2021-05-22,7209
7210,540,567,A,R,2020-06-23,7210
7211,528,891,A,F,2019-08-17,7211
7212,55,91,A,R,2023-03-08,7212
7213,784,314,A,R,2020-11-06,7213
7214,848,736,A,F,2020-11-16,7214
7215,282,749,A,P,2023-12-26,7215
7216,548,807,A,A,2024-01-21,7216
7217,396,693,V,R,2022-03-10,7217
7218,622,525,A,A,2021-10-12,7218
7219,441,421,A,P,2020-02-10,7219
7220,684,758,A,R,2020-02-29,7220
7221,253,393,A,R,2020-12-07,7221
7222,557,69,A,F,2022-10-20,7222
7223,791,455,V,P,2022-09-28,7223
7224,562,728,V,P,2022-10-20,7224
7225,527,685,V,A,2020-11-04,7225
7226,30,422,A,R,2019-10-25,7226
7227,180,556,A,A,2022-05-14,7227
7228,57,301,V,P,2023-09-02,7228
7229,44,165,A,P,2022-10-26,7229
7230,153,54,V,R,2021-04-28,7230
7231,461,272,V,A,2023-02-07,7231
7232,460,711,A,P,2024-05-27,7232
7233,824,475,V,R,2023-05-24,7233
7234,646,484,A,P,2020-09-11,7234
7235,389,317,A,A,2019-06-02,7235
7236,789,380,V,F,2022-06-29,7236
7237,496,405,A,F,2022-01-06,7237
7238,755,645,V,R,2019-09-12,7238
7239,762,603,V,A,2019-08-18,7239
7240,911,723,V,F,2024-03-14,7240
7241,353,301,V,R,2023-11-06,7241
7242,929,221,A,R,2020-03-12,7242
7243,282,441,V,R,2022-01-01,7243
7244,921,984,A,A,2022-12-03,7244
7245,628,480,A,R,2019-08-16,7245
7246,585,421,A,F,2022-05-28,7246
7247,834,257,V,A,2022-04-17,7247
7248,536,482,V,F,2023-09-11,7248
7249,322,794,V,A,2021-03-15,7249
7250,580,193,A,F,2022-02-25,7250
7251,361,904,V,A,2024-01-15,7251
7252,893,769,V,A,2024-05-05,7252
7253,748,337,A,A,2021-02-06,7253
7254,25,19,A,P,2019-06-16,7254
7255,949,297,A,F,2023-05-27,7255
7256,336,66,A,F,2021-03-10,7256
7257,507,221,A,R,2021-11-11,7257
7258,581,116,A,F,2021-12-18,7258
7259,731,789,A,A,2021-09-08,7259
7260,647,125,V,P,2023-04-10,7260
7261,887,534,V,A,2021-11-26,7261
7262,585,186,A,A,2023-03-28,7262
7263,416,604,V,R,2021-05-04,7263
7264,547,774,A,A,2023-09-14,7264
7265,647,423,A,A,2021-11-05,7265
7266,947,579,V,R,2020-01-27,7266
7267,33,605,V,R,2023-11-25,7267
7268,774,117,V,F,2023-11-10,7268
7269,914,278,A,A,2020-09-28,7269
7270,217,726,V,P,2021-02-19,7270
7271,472,690,A,R,2024-03-06,7271
7272,206,902,A,F,2023-05-01,7272
7273,21,837,V,R,2024-04-04,7273
7274,450,569,A,A,2023-03-01,7274
7275,656,865,A,A,2021-11-29,7275
7276,503,276,A,P,2023-08-24,7276
7277,622,50,V,R,2019-03-19,7277
7278,243,906,A,P,2022-08-26,7278
7279,922,2,A,A,2022-11-14,7279
7280,5,731,V,P,2023-10-25,7280
7281,561,608,A,P,2023-01-13,7281
7282,342,684,A,P,2021-09-09,7282
7283,528,196,V,A,2019-04-10,7283
7284,552,83,V,P,2021-06-07,7284
7285,885,68,A,F,2024-03-22,7285
7286,166,531,V,P,2021-06-24,7286
7287,425,441,V,F,2022-07-29,7287
7288,310,144,A,R,2023-01-26,7288
7289,256,615,V,P,2024-03-13,7289
7290,358,588,V,R,2024-02-11,7290
7291,155,910,A,R,2019-11-05,7291
7292,910,593,A,P,2019-02-05,7292
7293,616,476,A,A,2020-09-17,7293
7294,578,316,A,F,2020-08-10,7294
7295,253,508,A,R,2019-12-03,7295
7296,291,450,A,P,2020-08-13,7296
7297,116,425,A,A,2019-05-31,7297
7298,27,787,V,F,2020-10-18,7298
7299,112,387,A,F,2020-05-12,7299
7300,136,253,V,F,2024-02-10,7300
7301,117,112,V,R,2020-10-01,7301
7302,707,572,V,F,2020-02-23,7302
7303,125,858,V,P,2024-01-25,7303
7304,80,498,V,F,2019-11-12,7304
7305,116,320,A,R,2020-10-16,7305
7306,861,710,A,F,2020-10-14,7306
7307,852,644,A,P,2022-10-01,7307
7308,868,54,A,P,2022-03-12,7308
7309,488,350,V,F,2022-06-21,7309
7310,391,847,A,P,2023-04-26,7310
7311,318,155,A,F,2021-04-09,7311
7312,113,689,A,A,2021-10-15,7312
7313,622,718,A,F,2021-03-14,7313
7314,859,286,A,A,2020-04-27,7314
7315,104,564,A,F,2020-09-25,7315
7316,335,337,A,A,2021-09-02,7316
7317,833,351,V,P,2020-07-12,7317
7318,909,79,A,F,2019-05-22,7318
7319,366,662,V,A,2022-11-03,7319
7320,856,319,V,R,2021-09-07,7320
7321,480,333,V,R,2022-11-12,7321
7322,290,502,A,R,2022-10-14,7322
7323,30,535,A,R,2024-03-13,7323
7324,878,351,V,F,2020-02-22,7324
7325,634,150,A,R,2020-04-29,7325
7326,2,480,V,A,2024-05-14,7326
7327,780,85,A,F,2019-06-25,7327
7328,951,543,V,F,2023-09-02,7328
7329,611,354,V,A,2023-08-06,7329
7330,843,679,A,F,2023-06-18,7330
7331,566,863,V,P,2019-01-07,7331
7332,930,523,A,P,2019-08-21,7332
7333,291,736,A,A,2024-05-21,7333
7334,43,509,V,R,2022-10-05,7334
7335,450,475,V,P,2022-04-06,7335
7336,268,648,V,R,2020-06-22,7336
7337,604,902,A,P,2020-02-26,7337
7338,680,162,V,P,2020-08-24,7338
7339,535,473,A,A,2019-05-18,7339
7340,459,767,A,P,2023-10-02,7340
7341,809,988,A,A,2019-01-09,7341
7342,674,166,A,P,2022-09-15,7342
7343,858,839,V,R,2021-03-19,7343
7344,413,305,A,R,2022-05-02,7344
7345,150,103,V,A,2023-06-04,7345
7346,712,112,A,R,2023-11-13,7346
7347,903,393,V,F,2023-06-20,7347
7348,979,793,A,R,2019-03-27,7348
7349,370,348,A,F,2019-07-21,7349
7350,944,122,A,R,2020-04-10,7350
7351,249,135,V,A,2019-04-07,7351
7352,659,753,V,P,2022-03-28,7352
7353,763,351,V,P,2019-03-30,7353
7354,538,958,A,R,2021-03-17,7354
7355,198,688,V,R,2020-11-27,7355
7356,923,490,V,A,2022-10-24,7356
7357,332,845,A,F,2021-05-04,7357
7358,873,16,V,R,2022-09-11,7358
7359,954,482,A,A,2021-12-13,7359
7360,794,155,A,P,2019-06-19,7360
7361,387,982,V,R,2024-04-13,7361
7362,747,140,V,A,2024-02-13,7362
7363,645,11,A,R,2022-04-30,7363
7364,666,644,A,F,2021-10-30,7364
7365,151,427,V,R,2020-04-10,7365
7366,58,829,A,A,2022-06-01,7366
7367,567,10,A,A,2022-06-27,7367
7368,278,890,A,F,2021-11-17,7368
7369,174,843,V,P,2021-10-10,7369
7370,780,589,V,A,2021-02-06,7370
7371,140,665,A,R,2019-09-04,7371
7372,140,613,A,F,2022-06-22,7372
7373,594,908,A,F,2023-08-13,7373
7374,73,29,V,P,2019-06-20,7374
7375,299,577,V,A,2022-10-22,7375
7376,21,533,A,A,2023-11-30,7376
7377,30,935,A,F,2019-10-14,7377
7378,752,164,A,R,2023-07-21,7378
7379,976,92,A,A,2022-11-10,7379
7380,826,457,A,A,2019-01-15,7380
7381,980,141,V,P,2019-08-29,7381
7382,672,873,A,F,2023-12-13,7382
7383,670,374,A,R,2020-07-19,7383
7384,971,384,V,P,2022-04-06,7384
7385,185,70,A,P,2022-01-30,7385
7386,537,837,A,P,2020-01-18,7386
7387,777,812,V,R,2020-06-14,7387
7388,522,584,A,R,2022-12-09,7388
7389,825,866,A,P,2021-10-31,7389
7390,819,244,A,R,2021-04-26,7390
7391,226,358,A,F,2023-10-21,7391
7392,943,149,A,F,2022-11-02,7392
7393,401,966,A,F,2022-09-29,7393
7394,700,119,A,R,2021-03-13,7394
7395,383,363,V,R,2024-03-17,7395
7396,463,755,A,F,2023-11-18,7396
7397,583,145,A,P,2021-06-13,7397
7398,242,772,V,A,2020-08-29,7398
7399,52,421,V,P,2023-08-20,7399
7400,922,691,A,R,2020-09-01,7400
7401,916,8,A,F,2022-06-01,7401
7402,509,147,V,A,2020-06-19,7402
7403,814,347,V,R,2024-02-07,7403
7404,822,635,A,A,2022-04-07,7404
7405,109,786,A,P,2021-12-04,7405
7406,703,715,A,A,2019-04-03,7406
7407,596,413,V,A,2021-12-28,7407
7408,354,369,A,A,2020-08-30,7408
7409,207,835,A,R,2022-09-17,7409
7410,16,224,A,R,2021-07-03,7410
7411,503,334,V,A,2023-05-29,7411
7412,138,686,A,A,2022-02-20,7412
7413,83,476,V,A,2023-02-25,7413
7414,324,71,A,P,2020-06-24,7414
7415,250,957,V,F,2020-03-31,7415
7416,715,110,V,F,2020-11-23,7416
7417,545,690,A,A,2020-09-08,7417
7418,434,641,A,P,2021-12-06,7418
7419,601,456,A,F,2020-11-01,7419
7420,938,823,V,R,2020-02-01,7420
7421,604,192,A,A,2021-01-28,7421
7422,972,615,A,F,2024-04-19,7422
7423,269,497,V,A,2022-01-08,7423
7424,752,389,A,R,2023-04-13,7424
7425,302,158,A,A,2020-05-20,7425
7426,874,587,V,P,2019-06-13,7426
7427,568,98,A,R,2020-05-07,7427
7428,151,746,V,F,2019-01-24,7428
7429,552,652,V,A,2022-05-31,7429
7430,351,635,V,P,2022-07-26,7430
7431,877,349,A,F,2019-08-17,7431
7432,95,532,V,A,2020-07-07,7432
7433,791,429,V,F,2023-01-31,7433
7434,163,859,V,P,2021-02-13,7434
7435,918,58,A,R,2023-06-17,7435
7436,895,151,A,A,2020-01-19,7436
7437,187,745,A,F,2022-01-11,7437
7438,612,463,A,A,2024-05-03,7438
7439,350,890,V,R,2021-03-31,7439
7440,758,341,A,F,2022-04-29,7440
7441,614,325,V,R,2022-06-27,7441
7442,504,12,A,A,2024-01-27,7442
7443,805,15,V,A,2023-10-01,7443
7444,814,148,A,F,2021-11-08,7444
7445,220,374,A,P,2022-11-27,7445
7446,653,850,V,P,2022-06-14,7446
7447,49,764,V,A,2020-11-10,7447
7448,910,889,A,P,2019-11-27,7448
7449,967,685,A,A,2020-08-07,7449
7450,281,362,V,R,2023-05-23,7450
7451,915,846,A,F,2024-02-23,7451
7452,555,209,A,R,2023-10-30,7452
7453,762,618,V,A,2021-07-24,7453
7454,909,133,V,A,2019-06-10,7454
7455,97,509,A,R,2021-06-22,7455
7456,104,481,V,F,2024-05-14,7456
7457,332,667,A,A,2021-12-09,7457
7458,122,67,V,A,2022-02-21,7458
7459,24,848,V,F,2022-12-04,7459
7460,138,976,A,F,2022-06-15,7460
7461,45,941,V,A,2021-05-06,7461
7462,329,709,V,F,2021-01-17,7462
7463,251,917,V,A,2019-05-26,7463
7464,964,255,V,F,2021-02-21,7464
7465,346,858,V,P,2021-08-22,7465
7466,248,659,A,A,2020-10-15,7466
7467,732,177,A,R,2020-04-28,7467
7468,690,572,V,A,2022-11-15,7468
7469,947,374,V,P,2021-05-13,7469
7470,759,357,A,A,2020-09-13,7470
7471,949,411,V,F,2024-05-26,7471
7472,105,6,A,A,2023-11-26,7472
7473,431,408,A,F,2020-06-06,7473
7474,749,122,A,R,2020-11-15,7474
7475,270,8,V,F,2020-05-09,7475
7476,95,980,V,P,2022-07-20,7476
7477,207,356,V,R,2020-06-22,7477
7478,204,257,A,A,2023-08-20,7478
7479,897,313,A,P,2022-07-05,7479
7480,247,62,A,F,2023-06-08,7480
7481,131,78,A,F,2021-01-15,7481
7482,773,268,V,A,2022-06-27,7482
7483,258,991,A,A,2023-06-04,7483
7484,52,406,V,A,2020-04-15,7484
7485,121,988,V,A,2022-11-13,7485
7486,813,186,A,R,2023-12-21,7486
7487,163,392,V,A,2019-11-29,7487
7488,438,791,V,P,2020-06-13,7488
7489,552,693,V,F,2023-10-01,7489
7490,132,223,V,R,2024-04-18,7490
7491,137,37,A,A,2020-04-28,7491
7492,624,181,V,P,2020-10-12,7492
7493,334,60,V,P,2021-09-23,7493
7494,193,838,A,R,2021-01-31,7494
7495,293,483,V,F,2019-05-30,7495
7496,957,173,V,R,2023-11-25,7496
7497,203,817,A,R,2021-05-19,7497
7498,242,386,V,P,2020-11-01,7498
7499,392,715,A,F,2019-08-06,7499
7500,346,82,A,R,2020-08-12,7500
7501,717,271,A,P,2022-04-06,7501
7502,709,571,A,P,2021-05-16,7502
7503,125,719,A,R,2024-01-22,7503
7504,919,612,V,P,2022-06-26,7504
7505,526,374,A,R,2021-03-23,7505
7506,569,502,A,F,2020-03-12,7506
7507,385,773,A,R,2021-10-08,7507
7508,369,870,V,F,2020-05-14,7508
7509,416,977,V,F,2019-09-04,7509
7510,610,543,A,R,2023-08-04,7510
7511,228,942,A,P,2020-02-06,7511
7512,421,986,V,R,2022-04-30,7512
7513,809,337,A,F,2019-02-23,7513
7514,29,815,V,A,2020-04-23,7514
7515,299,133,V,R,2019-03-03,7515
7516,339,444,V,R,2022-07-16,7516
7517,587,619,A,R,2024-04-03,7517
7518,816,580,V,R,2023-08-21,7518
7519,606,12,V,A,2019-07-02,7519
7520,157,927,A,P,2024-05-23,7520
7521,333,132,V,F,2024-04-08,7521
7522,10,218,V,P,2024-04-23,7522
7523,333,485,V,F,2022-07-02,7523
7524,231,224,V,R,2019-05-16,7524
7525,10,130,A,A,2020-01-28,7525
7526,218,347,V,A,2020-09-21,7526
7527,853,711,A,A,2021-08-24,7527
7528,276,890,V,R,2021-05-08,7528
7529,74,531,A,R,2020-02-21,7529
7530,666,302,A,A,2022-04-08,7530
7531,752,540,A,A,2022-12-29,7531
7532,954,497,V,F,2020-01-17,7532
7533,436,116,V,R,2022-10-10,7533
7534,406,698,V,R,2022-04-29,7534
7535,521,399,V,F,2023-06-26,7535
7536,271,575,V,P,2020-08-13,7536
7537,831,65,V,A,2022-09-13,7537
7538,979,506,V,A,2021-01-08,7538
7539,42,415,V,A,2024-02-16,7539
7540,589,250,V,P,2023-12-08,7540
7541,746,584,A,R,2024-02-08,7541
7542,535,250,A,A,2022-04-24,7542
7543,914,732,A,F,2024-03-18,7543
7544,649,643,A,A,2024-03-02,7544
7545,492,928,V,A,2021-11-30,7545
7546,634,37,V,P,2022-05-08,7546
7547,243,598,A,F,2023-07-01,7547
7548,795,862,A,P,2019-03-25,7548
7549,618,984,A,F,2024-01-11,7549
7550,797,179,A,A,2024-01-11,7550
7551,82,742,A,P,2019-03-29,7551
7552,807,109,V,P,2022-05-20,7552
7553,526,729,V,F,2023-01-08,7553
7554,429,952,A,F,2019-11-13,7554
7555,651,503,A,F,2019-07-08,7555
7556,439,42,A,R,2023-04-06,7556
7557,293,119,V,P,2024-05-25,7557
7558,349,870,A,R,2024-01-28,7558
7559,891,968,A,P,2020-08-11,7559
7560,555,646,A,P,2022-05-21,7560
7561,585,371,V,R,2022-02-19,7561
7562,853,209,V,F,2024-01-20,7562
7563,207,52,A,F,2022-10-15,7563
7564,459,94,A,A,2022-08-14,7564
7565,198,906,V,P,2023-03-01,7565
7566,611,441,V,A,2021-09-18,7566
7567,218,745,A,F,2022-04-27,7567
7568,786,898,A,P,2019-07-29,7568
7569,208,166,V,A,2020-10-09,7569
7570,559,463,A,R,2021-05-07,7570
7571,984,431,A,R,2022-10-02,7571
7572,277,579,A,R,2023-10-16,7572
7573,612,539,A,P,2021-07-12,7573
7574,359,514,V,A,2021-11-18,7574
7575,484,180,A,R,2021-01-22,7575
7576,75,356,A,R,2020-03-05,7576
7577,950,876,V,P,2024-02-19,7577
7578,926,764,A,P,2022-05-11,7578
7579,578,858,V,R,2023-04-12,7579
7580,907,522,V,R,2024-05-29,7580
7581,624,301,V,F,2022-11-02,7581
7582,284,402,V,A,2022-11-01,7582
7583,32,256,A,P,2020-07-26,7583
7584,239,953,A,A,2022-03-16,7584
7585,190,824,A,R,2024-05-28,7585
7586,596,769,V,A,2021-12-14,7586
7587,112,600,V,R,2021-12-17,7587
7588,610,787,A,R,2022-10-04,7588
7589,651,818,V,P,2021-06-05,7589
7590,361,791,A,R,2020-01-15,7590
7591,171,292,A,P,2021-05-02,7591
7592,880,579,V,A,2023-07-11,7592
7593,929,399,V,R,2019-08-23,7593
7594,627,533,A,F,2022-10-10,7594
7595,400,619,V,A,2023-06-10,7595
7596,350,847,A,R,2022-04-04,7596
7597,244,650,A,P,2021-04-22,7597
7598,22,451,A,R,2023-05-06,7598
7599,342,794,A,R,2020-04-10,7599
7600,281,472,V,F,2019-08-24,7600
7601,902,795,A,R,2020-09-29,7601
7602,219,717,A,P,2019-01-22,7602
7603,685,715,A,A,2020-04-25,7603
7604,508,99,A,A,2021-08-20,7604
7605,237,271,A,P,2021-12-22,7605
7606,459,244,A,R,2021-10-19,7606
7607,393,943,A,A,2021-09-10,7607
7608,170,564,A,A,2021-11-02,7608
7609,502,384,A,A,2021-02-11,7609
7610,712,543,V,R,2024-03-10,7610
7611,743,617,A,A,2021-07-01,7611
7612,191,369,V,A,2023-05-18,7612
7613,670,103,A,A,2021-01-07,7613
7614,838,177,A,P,2020-02-24,7614
7615,168,374,V,R,2023-12-18,7615
7616,313,366,V,F,2019-02-22,7616
7617,104,337,V,A,2023-01-14,7617
7618,139,121,V,A,2021-05-15,7618
7619,944,880,V,P,2021-06-07,7619
7620,624,889,A,A,2021-07-04,7620
7621,353,98,A,P,2022-08-06,7621
7622,366,982,A,A,2023-05-15,7622
7623,889,992,A,R,2022-11-11,7623
7624,97,172,A,F,2023-05-02,7624
7625,213,919,V,A,2019-08-14,7625
7626,270,28,A,A,2021-02-08,7626
7627,754,563,A,P,2020-05-26,7627
7628,102,512,A,A,2021-01-03,7628
7629,83,503,A,A,2022-05-04,7629
7630,396,615,A,R,2022-12-27,7630
7631,494,500,A,F,2019-06-29,7631
7632,735,358,V,P,2022-06-22,7632
7633,566,148,A,P,2020-03-26,7633
7634,803,764,V,P,2024-05-19,7634
7635,467,357,A,P,2020-04-21,7635
7636,432,295,V,R,2021-11-01,7636
7637,662,357,V,A,2023-02-21,7637
7638,928,349,V,A,2019-10-17,7638
7639,955,147,V,A,2020-09-25,7639
7640,664,124,A,F,2022-11-25,7640
7641,473,926,A,A,2022-06-18,7641
7642,20,595,V,R,2024-03-29,7642
7643,478,567,V,F,2021-08-12,7643
7644,19,721,A,A,2021-04-29,7644
7645,283,558,A,P,2020-06-11,7645
7646,80,177,A,P,2019-06-11,7646
7647,235,509,V,F,2019-10-06,7647
7648,965,301,A,P,2023-02-06,7648
7649,576,835,A,A,2021-01-31,7649
7650,672,2,V,R,2019-12-13,7650
7651,451,914,V,P,2020-03-18,7651
7652,752,692,A,P,2022-09-07,7652
7653,545,680,V,P,2019-05-22,7653
7654,103,270,V,R,2019-11-19,7654
7655,903,323,A,F,2021-02-14,7655
7656,413,20,A,R,2023-09-03,7656
7657,748,645,V,R,2021-12-03,7657
7658,329,924,V,F,2019-06-12,7658
7659,683,754,A,F,2023-05-10,7659
7660,478,453,A,R,2022-05-30,7660
7661,251,331,A,P,2023-07-06,7661
7662,693,609,A,R,2021-09-30,7662
7663,772,83,A,P,2021-01-25,7663
7664,300,761,V,A,2022-09-12,7664
7665,622,129,A,F,2021-07-31,7665
7666,703,536,V,F,2022-10-19,7666
7667,918,2,V,P,2023-08-30,7667
7668,424,470,A,P,2019-01-07,7668
7669,141,989,A,A,2020-09-25,7669
7670,215,375,A,P,2021-03-30,7670
7671,340,52,A,R,2021-11-15,7671
7672,763,262,V,P,2021-01-02,7672
7673,213,81,A,P,2024-01-11,7673
7674,234,24,A,R,2019-09-08,7674
7675,962,294,A,F,2019-03-17,7675
7676,416,219,V,R,2019-03-05,7676
7677,687,234,V,F,2023-10-17,7677
7678,522,924,V,P,2022-12-26,7678
7679,760,859,V,P,2021-07-30,7679
7680,747,515,A,P,2022-09-19,7680
7681,547,274,V,R,2021-04-18,7681
7682,999,503,V,P,2021-09-07,7682
7683,719,473,A,A,2023-08-28,7683
7684,536,135,A,P,2022-09-17,7684
7685,149,941,A,R,2022-06-24,7685
7686,456,369,V,A,2021-12-23,7686
7687,583,770,A,F,2023-06-01,7687
7688,601,120,A,R,2021-05-31,7688
7689,515,773,V,A,2021-02-25,7689
7690,490,719,V,F,2023-03-11,7690
7691,166,653,V,F,2022-04-09,7691
7692,942,373,A,F,2019-07-20,7692
7693,893,893,V,P,2021-07-15,7693
7694,937,133,V,F,2020-06-01,7694
7695,984,407,A,A,2020-12-04,7695
7696,874,382,V,A,2019-08-08,7696
7697,700,75,V,A,2019-04-05,7697
7698,648,534,V,A,2021-02-02,7698
7699,649,145,A,A,2024-04-25,7699
7700,71,757,V,A,2023-03-28,7700
7701,410,81,V,F,2023-06-14,7701
7702,753,13,A,P,2021-10-15,7702
7703,27,536,A,A,2020-08-12,7703
7704,296,891,V,P,2023-08-21,7704
7705,341,880,V,A,2021-02-27,7705
7706,101,816,V,R,2019-06-27,7706
7707,130,425,V,A,2023-09-02,7707
7708,286,958,V,R,2023-11-03,7708
7709,78,140,A,R,2022-06-24,7709
7710,738,667,A,A,2020-06-23,7710
7711,574,77,V,A,2023-10-27,7711
7712,839,185,V,A,2019-01-27,7712
7713,300,97,V,P,2019-10-19,7713
7714,712,699,V,R,2019-05-25,7714
7715,592,932,A,A,2022-07-14,7715
7716,50,736,V,A,2021-08-02,7716
7717,452,117,V,R,2023-04-29,7717
7718,842,748,V,A,2020-11-08,7718
7719,149,788,A,A,2021-07-20,7719
7720,937,205,A,A,2023-04-01,7720
7721,367,981,A,P,2019-05-17,7721
7722,115,640,V,A,2021-03-27,7722
7723,943,533,V,F,2023-08-07,7723
7724,655,280,A,A,2024-02-27,7724
7725,519,301,A,A,2022-12-25,7725
7726,730,302,V,F,2021-08-15,7726
7727,333,329,V,F,2023-09-13,7727
7728,921,561,A,F,2022-05-08,7728
7729,847,802,V,F,2024-05-03,7729
7730,199,496,A,F,2020-05-28,7730
7731,218,636,A,A,2023-08-14,7731
7732,919,907,V,F,2019-11-04,7732
7733,966,206,A,F,2021-11-07,7733
7734,347,845,V,R,2019-03-31,7734
7735,471,440,V,R,2022-07-02,7735
7736,844,467,A,R,2019-03-27,7736
7737,440,551,V,A,2020-04-01,7737
7738,73,838,A,F,2019-03-24,7738
7739,513,995,A,A,2022-02-10,7739
7740,581,607,V,F,2022-10-05,7740
7741,83,493,V,A,2019-11-01,7741
7742,617,407,A,P,2022-02-01,7742
7743,96,932,V,P,2022-05-10,7743
7744,943,681,V,F,2020-11-15,7744
7745,949,431,V,R,2021-02-26,7745
7746,175,759,A,A,2020-12-18,7746
7747,91,287,V,A,2024-04-09,7747
7748,973,358,V,A,2023-11-20,7748
7749,302,506,A,R,2019-09-27,7749
7750,137,837,V,P,2023-04-17,7750
7751,447,681,V,F,2023-06-07,7751
7752,937,378,V,R,2020-03-02,7752
7753,137,655,V,F,2022-09-15,7753
7754,512,235,A,F,2021-07-28,7754
7755,926,389,A,R,2020-10-10,7755
7756,713,265,V,F,2020-01-14,7756
7757,850,748,A,P,2022-06-25,7757
7758,55,155,V,P,2023-07-01,7758
7759,787,6,V,A,2019-10-23,7759
7760,292,20,V,F,2023-11-26,7760
7761,411,325,A,P,2024-04-22,7761
7762,474,153,V,A,2020-05-19,7762
7763,115,87,V,A,2023-01-11,7763
7764,911,568,A,A,2021-02-13,7764
7765,752,597,V,R,2021-03-08,7765
7766,700,990,A,P,2020-10-25,7766
7767,29,810,V,P,2020-02-10,7767
7768,213,699,V,A,2022-03-28,7768
7769,309,440,A,R,2020-12-09,7769
7770,917,385,V,F,2019-10-29,7770
7771,770,957,V,R,2023-06-28,7771
7772,368,242,A,R,2023-06-20,7772
7773,830,296,V,A,2019-05-11,7773
7774,717,96,A,A,2021-07-26,7774
7775,60,893,A,F,2021-03-26,7775
7776,855,207,A,F,2024-05-24,7776
7777,271,919,V,F,2023-08-21,7777
7778,766,588,V,P,2022-04-28,7778
7779,421,571,A,F,2023-12-26,7779
7780,175,814,V,P,2019-04-07,7780
7781,802,266,A,F,2023-03-10,7781
7782,975,209,A,R,2022-07-20,7782
7783,841,938,A,P,2021-09-14,7783
7784,194,95,V,A,2020-06-13,7784
7785,218,955,A,R,2021-02-23,7785
7786,784,172,A,F,2023-01-10,7786
7787,719,638,V,P,2020-05-14,7787
7788,276,642,A,R,2021-06-24,7788
7789,337,715,A,A,2021-06-26,7789
7790,14,563,V,F,2023-02-20,7790
7791,881,992,A,P,2020-10-27,7791
7792,464,240,V,F,2019-11-18,7792
7793,179,415,A,A,2022-06-26,7793
7794,195,872,A,P,2019-06-06,7794
7795,550,92,V,P,2021-10-06,7795
7796,867,938,A,P,2023-01-11,7796
7797,767,214,V,A,2021-11-19,7797
7798,899,81,V,F,2023-01-18,7798
7799,602,583,V,F,2023-09-03,7799
7800,386,844,V,P,2023-07-01,7800
7801,99,165,A,P,2019-10-19,7801
7802,382,655,A,F,2019-05-06,7802
7803,710,831,A,F,2022-10-23,7803
7804,398,564,V,F,2019-06-27,7804
7805,768,595,A,F,2020-04-19,7805
7806,961,203,A,A,2019-06-10,7806
7807,232,398,V,P,2021-07-10,7807
7808,635,75,V,F,2022-03-19,7808
7809,392,613,V,R,2019-01-15,7809
7810,314,656,V,F,2024-01-04,7810
7811,926,6,A,P,2023-11-11,7811
7812,766,599,V,R,2024-04-04,7812
7813,144,451,V,R,2022-02-25,7813
7814,58,724,V,F,2023-09-27,7814
7815,60,423,V,F,2021-09-10,7815
7816,426,577,A,R,2021-03-14,7816
7817,450,169,A,A,2020-09-30,7817
7818,406,391,V,P,2024-03-16,7818
7819,639,415,V,P,2022-08-02,7819
7820,580,475,A,R,2019-03-16,7820
7821,141,733,V,A,2022-12-21,7821
7822,819,569,A,F,2020-11-07,7822
7823,584,481,V,P,2020-07-13,7823
7824,393,423,A,R,2024-04-24,7824
7825,790,913,A,R,2021-02-28,7825
7826,734,364,A,P,2024-01-07,7826
7827,306,126,A,F,2021-12-11,7827
7828,77,795,A,P,2022-11-11,7828
7829,406,190,V,P,2021-03-04,7829
7830,525,757,V,R,2020-09-06,7830
7831,12,238,A,P,2021-04-24,7831
7832,148,519,V,R,2019-09-30,7832
